"Timestamp","Nama","Departemen","Tulis 5 kata yang terkait dengan AGILE! Cukup pisahkan dengan spasi","Tulis 5 kata yang terkait dengan PURPOSEFUL! Cukup pisahkan dengan spasi","Tulis 5 kata yang terkait dengan INCLUSIVE! Cukup pisahkan dengan spasi","Tulis 5 kata yang terkait dengan DIGITAL TRANSFORMATION! Cukup pisahkan dengan spasi"
"2020/11/25 11:58:57 AM GMT+7","Rizal","DAB","Action adapt capabilities change shift","Community colleague culture engagenent environment","Collaboration diverse diversity include teamwork","Data domain platform technology system"
"2020/11/25 11:58:57 AM GMT+7","Irene ","Rpp","Deliver enable ignite idea positive","Mission manage service people element ","Enable engage meaning support social","Learn domain technology performance leadership"
"2020/11/25 11:58:57 AM GMT+7","Ega","ZZZ","Action, Strategy, Fast, Ecosystem, Innovation","Value, Commitment, Culture, Positive, Shaped","Family, Support, Share, Partner, Community","Capabilities, Challenge, Data, Productive, Opportunity"
"2020/11/25 11:58:59 AM GMT+7","Reza","Msa","Adapt change development growth driven","Initiative teamwork succeed management engagement","Engagement partner behavior collaboration diverse","Embed technology system journey infrastructure"
"2020/11/25 11:58:59 AM GMT+7","Yongky","DDF","Ide Peluang Bergerak Adaptasi Membangun","Efektif Efisien Hasil Berhasil Menang","Potensi Benar Sportif Kompetisi Tepat","Data Inovasi Efektif Efisian Mudah"
"2020/11/25 11:58:59 AM GMT+7","Yola","YDL","adapt shift initiative decision environment","growth impact improve achieve driven","personal value gender diversity diverse","infrastructure platform future data culture"
"2020/11/25 11:59:00 AM GMT+7","Aldy","PRB","Data ability productive knowledge fast","Value people human person mission","Collaboration initiative people organization teamwork","Data productive fast decisions people"
"2020/11/25 11:59:00 AM GMT+7","Sheilaa","MEB","Shift value process teamwork team","Improve value positive customer social","Family collaboration colleague person people","Technology process productive infrastructure value"
"2020/11/25 11:59:01 AM GMT+7","Dodi","FEC","Fast Reliable Performance Flexible Mature","Goals Integrity Love Care Fun","Love Care Pure Friend Different","IT Fast More WONDER AI"
"2020/11/25 11:59:02 AM GMT+7","Viki","Cpc","Adapt active ecosystem opportunity opportunity","Organization collaboration develop leadership meaning","Diversity social identity gender diverse","Techonology people online system customer"
"2020/11/25 11:59:02 AM GMT+7","ELANG","DDJ","change custom dissue collaboration culture ","action achieve strategy person improve","family diversity idea human support","system team service value development"
"2020/11/25 11:59:03 AM GMT+7","Hansen","IAA","adapt technology online changing pandemic","children collaboration leadership engage engagement","woman understand understanding gender diversity  ","system innovation technology online platform"
"2020/11/25 11:59:03 AM GMT+7","Ronaldo","QBT","Ability adapt fast challenge collaboration ","Service driven community commitment people","People program development collaboration community","Fast core initiative technology deliver"
"2020/11/25 11:59:03 AM GMT+7","Nikolas","DAB","adapt change learn shift risk","environment vision value life ecosystem","collaboration community diverse gender people","online collaboration technology tool fast"
"2020/11/25 11:59:04 AM GMT+7","Charissa","QPA","Change productive improve innovation initiative","Care community impact value vision","Social people engage engagement teamwork","Change strategy technology business data"
"2020/11/25 11:59:06 AM GMT+7","Kenny","KPS","Adapt innovation action people build","Collaboration people social environment education","Culture diversity gender collaboration social","Innovation person technology skill knowledge "
"2020/11/25 11:59:06 AM GMT+7","Teguh","Pca","Adapt changing decision opportunity improve rapid","Insight impact feel positive value","Diversity diverse color gender global","Online pandemic infrastructure people technology "
"2020/11/25 11:59:06 AM GMT+7","Triana Gurning","Komisaris","Colaboration Human Improve Opportunity Teamwork","Support Insight Dicipline Performance Initiative","Source Global Employee Knowledge Professional","Productive Source Collaboration Education Initiative"
"2020/11/25 11:59:07 AM GMT+7","Rendy","XRA","Adapt skill training change challenge","Journey goal future vision value","Identity family people behaviour service","Future data goal organizational innovation"
"2020/11/25 11:59:07 AM GMT+7","Anthony","YHO","Ability behaviour collaboration meaning issue","mean shift support value collaborate","idea human improve include collaborate","action ability corporate practice undestand win"
"2020/11/25 11:59:08 AM GMT+7","Scasia","YRA","adapt change growth improve shift","collaboration driven function demonetization opportunity ","include engagement collaboration diversity understand ","data opportunity system talent innovation"
"2020/11/25 11:59:09 AM GMT+7","Ariq","Dad","Adapt change challenge opportunity fast","Environment people ecosystem impact meaning","Understanding diversity personal engagement human","Tech system innovation infrastructure future"
"2020/11/25 11:59:11 AM GMT+7","M Nur Alim","CPI","Action adapt achieve ability capabilities","Help feel impact understand support","Understanding idea future global diversity","Tool technology program industry global"
"2020/11/25 11:59:11 AM GMT+7","Winchan","KPS","Start Approach Opportunity Strategy Focused","Ignite Positive Focused Platform Productive","Ecosystem Conversation Human Core Collaboration","Ecosystem Conversation Human Core Collaboration"
"2020/11/25 11:59:12 AM GMT+7","Juven","DAC","Manage productive insight rapid step","Data knowledge opportunity potential solute","Skill employee diversity collaboration challenge","Tool online improve ecosystem practice"
"2020/11/25 11:59:15 AM GMT+7","Michael","DDG","Leadership collaboration challenge management innovation","Productive positive value impact invest","Gender color teamwork understanding person","Data market technology online time"
"2020/11/25 11:59:15 AM GMT+7","Hendi ","MMA","Collaboration, fast, innovation, adapt, shift","Value, vision, impact, social, understanding","Culture, feel, teamwork, people, diversity","Industry, process, ecosystem, future, invest"
"2020/11/25 11:59:15 AM GMT+7","dea","iaa","active challenge rapid","commitment environment","collaboration understanding engage culture","performance innovation strategy"
"2020/11/25 11:59:16 AM GMT+7","Wisnu","DAD","Start action adapt fast decision","Achieve understand value learning knowledge","Social collaboration communoty future ecosystem","Change data decision knowledge potential"
"2020/11/25 11:59:16 AM GMT+7","Amel","XMA","Sense capabilities crisis pandemic human","Collaboration human ecosystem engage human","Culture leadership human diverse women","Workplace future initiative team human"
"2020/11/25 11:59:16 AM GMT+7","tya","pro","adapt change leader teamwork positive","leader lead vision positive people","gender skill teamwork social positive","support system technology people positive"
"2020/11/25 11:59:16 AM GMT+7","Emily","VFC","Adapt, challenge, change, focus, innovation ","Opportunity, action, commitment, ","Care, diverse, diversity, engagement, engage","Development, technology, teamwork, platform, "
"2020/11/25 11:59:17 AM GMT+7","Andri","MMA","Challenge collaboration leadershipmarket change innovative","Achieve challenge development commitment opportunity","people collaboration  human identity teamwork","Changing teghnology tool idea data"
"2020/11/25 11:59:17 AM GMT+7","Wira","YRA","Adapt ability shift fast opportunity","Impact meaning human personal  ","Community include discrimination senior talent","Human people process technology innovation"
"2020/11/25 11:59:17 AM GMT+7","Andy Gugun","CPF","adapt opportunity innovation ","engagement meaning","leadership  diversity","capabilities "
"2020/11/25 11:59:17 AM GMT+7","Jaqualine","SQA","adapt collaboration fail learn ","community impact value meaning mission","care diversity engagement organization ","enable productive innovation "
"2020/11/25 11:59:17 AM GMT+7","Kunthi","DAC","challenge  insight changing decision performance","strategy model mission innovation positive","culture collaboration value teamwork commitment","infrastructure ecosystem system support technology"
"2020/11/25 11:59:17 AM GMT+7","Glenn Bima","CPI","adapt initiative policy rapid leadership","productivity achieve expertise ","diversity workplace understanding social collaboration","innovation workfore tool system platform"
"2020/11/25 11:59:17 AM GMT+7","Erika Margaretha","IAA","workplace productive teamwork technology data","focus","diverse people opportunity color enable","technology teamwork growth knwoledge leader"
"2020/11/25 11:59:17 AM GMT+7","Orlando","Cph","Plan lesdership change online adapt","Achieve  leadership succeed possitive value","Culture leadership hire firm gender","Online plan platform learn goal"
"2020/11/25 11:59:17 AM GMT+7","L","Rpe","Initiative Positive Strategy Rapid Real","Professional Innovation Teamwork Performance Productive","Human Gender Culture Team Diversity","Workplace People Technology System Value"
"2020/11/25 11:59:17 AM GMT+7","Fadzar","DAC","Core Organization Culture Future Leadership","Company Goal Development Plan Base","People Diversity Growth Insight Positive","People Infrastructure Development Company Adapt"
"2020/11/25 11:59:18 AM GMT+7","Arninta","Kps","Adapt mission innovation development scale","Health environment community commitment global","Diversity teamwork collaboration innovation culture","People program trainung "
"2020/11/25 11:59:18 AM GMT+7","Fonny","Dzz","Adapt,  rapid, opportunity, learn, enterprise","Meaning, teamwirk, future, focus, decisions","Gender, ecosystem, culture, diverse, future","Platform, expertise"
"2020/11/25 11:59:18 AM GMT+7","Humam","DDJ","Workplace rapid diversity create innovatiom","Vision opportunity impact knowledge view ","Diversity collaboration","Invest idea "
"2020/11/25 11:59:18 AM GMT+7","Arga","CPY","Fail, fast, changing, culture, improve","Family, Leadership, meaning, mission, people","Gender, diversity, global, women, voice","Data, technology, organization, process, people"
"2020/11/25 11:59:18 AM GMT+7","Sendy","MSA","Collaboration learn improve changing adapt","Collaboration develop customer colleague community","Leadership leading personal skill share","Data deliver company infrasturcture function"
"2020/11/25 11:59:18 AM GMT+7","Angga","CPC","Improve Understand Collaboration Adapt Risk","Development","Teamwork Team","Technology Platform Workplace Change Future"
"2020/11/25 11:59:18 AM GMT+7","Fahmi R","RMA","Action Adapt Capabilities Fast ","Human Mission Service Impact Positive","Human Diversity Individual Organization Policy","Tool"
"2020/11/25 11:59:18 AM GMT+7","Wijaya","IAA","Adapt change initiative innovation pandemic","Impact culture ","Bias diversity gender","Invest opportunity performance tehnology training"
"2020/11/25 11:59:18 AM GMT+7","Rara","DAB","ACTION EFFORT INITIATIVE STRATEGY POSITIVE","PEOPLE BEHAVIOR HUMAN PARTNER ENVIRONMENT","DECISIONS CUSTOMER CAPABILITIES TEAMWORK STEP","GLOBAL MARKET TECHNOLOGY STRATEGY"
"2020/11/25 11:59:18 AM GMT+7","Albert Christian","CPE","action active adapt innovation strategy","win engage life care share","mind potential collaboration culture people","technology teamwork understand development ecosystem "
"2020/11/25 11:59:18 AM GMT+7","Yosa","CPB","Adapt-capabilities-idea","Value-deep-care","Collaboration- engage-leading","Online-strategy-technology "
"2020/11/25 11:59:19 AM GMT+7","Adhi","DAB","Adapt future diversity innovation challenge","Tecnology collaboratiob challenge change assumption","Diversity collaboration adapt culture","Innovation technology knowledgre ability leader"
"2020/11/25 11:59:19 AM GMT+7","Fany","RPP","action adapt improve leadership vision","service ","human identity gender culture ","platform technology global "
"2020/11/25 11:59:19 AM GMT+7","Andre","COA","Active, Adapt, Approach, Change, Manage","Behavior, Ecosystem, Personal, Understand, Leadership","Care, Engage, Include, Community, Diverse","Data, workplace, infrastruktur, develop, rate"
"2020/11/25 11:59:19 AM GMT+7","Rully","CPI","Develop fast changing crisis custom","Help share development engagement growth","Collaboration partner people diversity service","Impact skill technologystrategy task"
"2020/11/25 11:59:19 AM GMT+7","Anom ","DDH","ability ","health ","diversity","management"
"2020/11/25 11:59:19 AM GMT+7","Caesar","CPE","Company time people employee crisis","Value impact ignite create leadership learn","Leadership person family engage understanding","Technology people process growth business"
"2020/11/25 11:59:20 AM GMT+7","Edwin ","RKA","growth technology skill platform opportunity","vision workplace leading achieve approach","people diversity human local manage","online technology system positive mission"
"2020/11/25 11:59:20 AM GMT+7","Shendi","CPD","Leadership, initiative, improve, strategy, technology","Training, impact, exist, experience, driven","Diverse, diversity, gender, live, life","Technology, platform, online, value, vestnemet"
"2020/11/25 11:59:20 AM GMT+7","Arif Wicaksono","CPD","people adapt changing behavior challenge","people meaning mission employee teamwork","people diversity eamwork team value","people knowledge process data technology"
"2020/11/25 11:59:20 AM GMT+7","Widhi","DDA DDE","Growth, learning, collaboration, develop, teamwork","Opportunity, business, strategy, leadership, share","People, partner, organization, team, technology","Technology, knowledge, team,"
"2020/11/25 11:59:20 AM GMT+7","Arif","DDI","Experience techology decisions value exparties","future collegue deep management plan","gender identity idea ecosystem color","workplace support par"
"2020/11/25 11:59:20 AM GMT+7","Henri Bambang","ITA","Fast online technology organization adapt","Social human change changing community","Teamwork role Senior team understand","Technology workforce knowledge data strategy"
"2020/11/25 11:59:21 AM GMT+7","Mohammad Agung Maulana","FEC","adapt technology action rapid active","feel care positive mind model","teamwork support social diversity collaboration","design "
"2020/11/25 11:59:21 AM GMT+7","Sptrza","QCP","Changing mind people system idea","People social engange mission","People diversity mind help ","Idea technology skill opportunity performance"
"2020/11/25 11:59:21 AM GMT+7","Vano","PPA","Adapt collaboration improve teamwork vision","Employee plan environment custom model","Behavior ecosystem effort plan process","Build create enterprise model price"
"2020/11/25 11:59:21 AM GMT+7","Gloria","CPC","ACTIVE ACTION FAST ADAPT INNOVATION","HUMAN LIFE POSITIVE CULTURE PEOPLE","UNDERSTANDING TEAMWORK HUMAN PEOPLE EXIST","DATA FAST EDUCATION ONLINE MEET"
"2020/11/25 11:59:21 AM GMT+7","Vianna","VFF","changing collaboration opportunity insight teamwork","mission strategy ability focused performance","positive workplace color talent develop","innovation knowledge adapt technology strategy"
"2020/11/25 11:59:21 AM GMT+7","Ivan","DDA","Adapt change custom innovation identity","Meaning goal understanding succeed mission","Diverse gender global ","A"
"2020/11/25 11:59:21 AM GMT+7","Vina","MZZ","Adapt collaboratuon engage ","Productive  development positive people ","Diverse diversity collaboration social engagement","Ecosystem innovation platform initiative insight"
"2020/11/25 11:59:21 AM GMT+7","Edy Hidayat","DDF","Collaboration adapt idea improve creat","Leadership idea goal improve","Human insight share diverse opportunity","Technologi organization Addapt"
"2020/11/25 11:59:22 AM GMT+7","Rocky","Rma","Change develop","Meaning ","Discrimination trans women culture","Operate"
"2020/11/25 11:59:22 AM GMT+7","Adiel","DDE","Sense fast potential eader learn","Action statement mission education support","Understanding positive identity education deliver","Data "
"2020/11/25 11:59:22 AM GMT+7","Evimonita","VFR","Challenge changing pandemic crisis","Engangement goal impact","Gender people diverse ","Innovation learn teamwork technology "
"2020/11/25 11:59:22 AM GMT+7","Mita","QNR","Adapt system design fast improve","Achieve potential impact meaning value","Teamwork socil support collaboration community ","Rapid technology vision"
"2020/11/25 11:59:22 AM GMT+7","Ani","CPE","Collaboration, community, leadership, people, strategy","Community, people, technology, strategy, leadership","Collaboration, platform, technology, people, community","Technology, people, goverment, people"
"2020/11/25 11:59:23 AM GMT+7","Vito","DDF","Adapt changing learn innovation improve","Insight future strategy question value","Adapt team organization ","Innovation"
"2020/11/25 11:59:23 AM GMT+7","Alif","CPE","EFFORT PROCESS PEOPLE ADAPT COLLABORATION","HELP SHARE MEANING ENGAGE","DIVERSITY DIVERSE VALUE JOURNEY ","TECHNOLOGY ABILITY KNOWLEDGE "
"2020/11/25 11:59:23 AM GMT+7","Omar","CPD","Adapt, change, culture, value, leadership","Address, build, value, leadership, decision","Value, culture, feel, gender, positive","Culture, knowledge, program, think, vision"
"2020/11/25 11:59:24 AM GMT+7","Nevvi","PRB","Rapid insight skill capabilities expertise","Rapid active potential practice productive","Diverse diversity privacy social human","Create design develop innovation initiative"
"2020/11/25 11:59:24 AM GMT+7","Dimas","CPI","Positive fast ignite action approach","Focus support mission win exist","Collaboration environment people partner social","Haaj"
"2020/11/25 11:59:24 AM GMT+7","Nina","YRA","active adapt risk challenge","commitment impact future","assumption diverse diversity","System strategy future "
"2020/11/25 11:59:24 AM GMT+7","Gita","MEB","Fail fast idea journey ","driven impact","engagement human live organization","-"
"2020/11/25 11:59:25 AM GMT+7","Ivander ","CPG","shift insight improve collaboration learn","address opportunity professional support strategy","collaboration color environment people social","shift improve practice impact misson"
"2020/11/25 11:59:25 AM GMT+7","Shella","TAA","Initiative effort fast adapt active","Impact insight journey team","Understand engagement collaboration diversity diverse","Innovation technology project online improve"
"2020/11/25 11:59:25 AM GMT+7","Axl","Ddf","Capabilities change development pandemic growth","Goal skill ignite speak share","Partner people initiative exist environment ","Future enterprise meeting system workplace"
"2020/11/25 11:59:25 AM GMT+7","Swarman Siahaan","CPG","Ability, active, action, adapt, capabilities, innovation, initiative","Goal, human, capabilities, leadership, future","Diverse, diversity,  human, culture, sense","Data, strategy, domain, mind, online"
"2020/11/25 11:59:25 AM GMT+7","Airin","IAA","innovation, collaboration, ","mission meaning social ","teamwork people color engage diversity","leading, collaboration"
"2020/11/25 11:59:26 AM GMT+7","Jessy","DDF","Innovation People Changing Diversity Impact","People Goal Human Knowledge Plan","People Social Job Deliver Data","Data Cost Technology Vision Changing"
"2020/11/25 11:59:26 AM GMT+7","wira","CPY","adapt, challenge, create, growth and inovation","build, business, collaboration","behavior, discrimination, diversity, gender, and","platform, workplace, technology"
"2020/11/25 11:59:26 AM GMT+7","Muhamad fahri akbar","DDF","Action collaboration employee fast opportunity","Goal development manage idea impact","Gender teamwork leader voice identity","Platform plan technology workplace vision "
"2020/11/25 11:59:26 AM GMT+7","Hesti","GLF","Shift Adapt Changing Culture Fast","Meaning Deep Family  Focus culture","Diversity Social Mission Culture Family","Technology  People Platform Innovation Adapt"
"2020/11/25 11:59:27 AM GMT+7","Stevinia","FHS","adapt challenge ","culture engagement organization","collaboration community culture diversity human","data innovation ecosystem mind learn"
"2020/11/25 11:59:27 AM GMT+7","Novi","QBT","adapt changing capabilities process system","commitment community engangement ","include collaboration diverse diversity people","workplace development impact innovation knowledge"
"2020/11/25 11:59:27 AM GMT+7","Haryo","DDA","effort job skill challenge growth","active adapt speak sense journey","opportunity individual plan ","market"
"2020/11/25 11:59:28 AM GMT+7","Nova","VFF","Collaboration changing technology ability","Leader organization understanding engangement","Diversity culture collaboration technology","Productive technology workforce challenge"
"2020/11/25 11:59:28 AM GMT+7","R M","SDB","enable improve expertise opportunity time","vision development ","gender issue ","performance "
"2020/11/25 11:59:28 AM GMT+7","Imam","DDI","Active capabilities challenge collaboration discipline","Family human knowledge ","Culture family human sense partner","Technology program online"
"2020/11/25 11:59:28 AM GMT+7","Irfan","DAD","Active Adapt Learn Innovation Initiative","Goal Value Positive Impact Focus","Diversity Diverse Social Teamwork Community","Improve Human Innovative Focus Technology"
"2020/11/25 11:59:28 AM GMT+7","PEBRIANO SAKA PERKASA","CPH","INNOVATION, CHANGING, SHIFT, IDEA, INSIGHT","VALUE, JOURNEY, DELIVER,  IMPACT, KNOWLEDGE","PEOPLE, UNDESTAND, ENGAGE, ROLE, WORKER","DECISION"
"2020/11/25 11:59:28 AM GMT+7","Vincent","DDG","decisions oppurtunity action","Benefit strategy potential","Diversity ","Changing innovation productive"
"2020/11/25 11:59:28 AM GMT+7","Derrin Anggadha Lokananta","CPI","Adapt Behaviour Global People Pandemic","Benevit Care Effiort Meaning Life","People Gender Diverse culture","Channel"
"2020/11/25 11:59:28 AM GMT+7","Kevin Sumendap","RPP","adapt change engage fast initiative","core enable identity meaning value","collaboration community diversity family understanding","capabilities collaboration function process knowledge"
"2020/11/25 11:59:29 AM GMT+7","Indra","REA","Capabilities potential adapt learn opportunity","Goal expertise teamwork ","Engage ","Data adapt performance "
"2020/11/25 11:59:30 AM GMT+7","Nikander","DTA","Adapt capabilities ecosystem behavior active","Experience engagement development commitment teamwork","Diverse community engagement understanding diversity","Fast future knowledge technology platform"
"2020/11/25 11:59:30 AM GMT+7","Lisa Devi","DAD","Adapt Collaboration Changing Custom Development","Innovation Decision Development Training ","Discrimination Capabilities Color Staff ","Tool Technology "
"2020/11/25 11:59:31 AM GMT+7","Vian","DDF","Active, adapt, collaboration, experience, performance","Innovation, experience, people, leadership, opportunity","Organization, leadership, partner, collacoration, manage","Data"
"2020/11/25 11:59:31 AM GMT+7","Jejes","VFF","Adapt changing diversity fast","Professional leader professional program","Diverse diversity initiative insight knowledge","Workplace technology system online program"
"2020/11/25 11:59:31 AM GMT+7","Tommy","QCP","Changing action fast opportunity rapid","Productive share ","Care people life social understanding","Online"
"2020/11/25 11:59:32 AM GMT+7","Tatra","MSA","Adapt rapid fast","Commitment growth impact management leader","Team collaboration diversity people environment","Shift improve opportunity innovation future"
"2020/11/25 11:59:32 AM GMT+7","Teguh","ALA","Adapt behavior changing business culture","Approach potential policy service team","Bias teamwork gender identity people","Ability capabilities expertise team technology"
"2020/11/25 11:59:32 AM GMT+7","Azza","DDE","ABILITY ACHIEVE ACTION ACTIVE ADAPT ","COLLABORATION EXPERIENCE PRACTICE SYSTEM SUPPORT","IDENTITY ORGANIZATION SOCIAL SKILL TEAMWORK","TECHNOLOGY INFORMATION"
"2020/11/25 11:59:32 AM GMT+7","Alberto","DDE","Active Growth Intuitive Leadership Excellent","Bermakna Continous Targetman Great Smash","Toleransi Rescpect Love Sharing Empati","Modern Intelegent Great Awesome Digital"
"2020/11/25 11:59:32 AM GMT+7","Titik","PLA","Adapt ","Goal Growth Productive Service Real","Sense Engagement Engage Family Diverse","Technology Talent System Workplace Strategy"
"2020/11/25 11:59:33 AM GMT+7","Stui","QBN","Adapt innovation pandemic squad workplace","Value decisions teamwork culture environment","Understanding human workplace policy","People platform model workplace adapt"
"2020/11/25 11:59:33 AM GMT+7","Hideki","DAD","Adapt development develop potential teamwork","Impact benefit achieve approach customer","Diverse diversity community collaboration people","Change "
"2020/11/25 11:59:33 AM GMT+7","Rikat","DDA","Change collaboration adapt team ","Focus future development ","Diversity environment ","Develop project  technology "
"2020/11/25 11:59:33 AM GMT+7","Khairul","PIA","Engage community culture organization strategy","Initiative practice performance create meaning","Infrastructure human social understanding people","Data workplace technology platform program"
"2020/11/25 11:59:33 AM GMT+7","Yutata","DAA","Adapt active change development decisions","Assumption commitment idea management strategy","Adapt conversation learn partner teamwork","Technology tool data decisions team"
"2020/11/25 11:59:34 AM GMT+7","Aldo","DAD","Adapt Rapid Enable Deep Develop","Future Idea Meaning Strategy Plan","Focus Effort ","Future"
"2020/11/25 11:59:36 AM GMT+7","Rikky","QCP","Adapt change enable custom improve","Human mind social solute understanding","Behaviour channel identity teamwork social","Collaboration teamwork "
"2020/11/25 11:59:36 AM GMT+7","Adelia","VFF","Ability Adapt Behavior Capabilities Culture","leadership initiative impact culture ability","Collaboration Diverse organization people social","Vision System Platform Global Develop"
"2020/11/25 11:59:37 AM GMT+7","Willi","FEC","ability adapt changing custom employee","action community deliver customer ","care diversity environment talent voice","embed future system "
